Event_ID,Invitation_QR_ID,Event_Type,Total_Guests,Estimated_Food_Portions,Transport_Mode,Parking_Required,Estimated_Parking_Vehicles,Room_Required,Room_Type,Rooms_Required_Count,Stay_Duration_Days,RSVP_Status,Distance_km,Eco_Plate_Option,Food_Waste_Estimate_kg,Coming_From,Vehicle_Type,Arrival_Time_Slot,Parking_Zone,Checkin_Status
EVLWTPIO,QRSDLPKW,Birthday,784,779,Cab,0,324,1,Double,58,2,Attending,235,0,19.68,Erode,Bike,Afternoon,C,Not Checked-In
EVQEDVTX,QR10PF98,Wedding,695,676,Cab,0,339,0,Single,26,2,Not Attending,291,1,10.95,Trichy,None,Evening,A,Not Checked-In
EVNJ6X6O,QRLZDXT7,Wedding,1032,989,Bus,0,512,0,Double,22,1,Maybe,8,1,27.19,Salem,Bike,Evening,C,Not Checked-In
EVTV21G2,QRCXZA0Z,Wedding,424,448,Car,1,150,0,,134,3,Attending,73,0,74.71,Coimbatore,None,Afternoon,D,Not Checked-In
EV67IYXU,QRNLWNJO,Birthday,441,397,Cab,1,140,0,Single,111,1,Attending,291,1,49.09,Madurai,None,Evening,C,Not Checked-In
EVXCJL17,QRK6U2Q7,Baby Shower,395,449,Bike,0,147,0,Family,105,1,Attending,224,0,53.74,Bangalore,Car,Morning,C,Not Checked-In
EV04FTN4,QRDT0NXK,Birthday,1023,1118,Bike,0,258,0,Family,139,3,Not Attending,197,0,56.73,Chennai,Bike,Morning,A,Not Checked-In
EV9QLPOY,QRANYQX0,Baby Shower,910,887,Bike,0,372,1,Single,73,2,Attending,63,1,71.98,Pondicherry,Car,Evening,C,Not Checked-In
EVQ7SLVL,QRGZLHH3,Birthday,1051,1072,Bus,1,361,1,Single,18,0,Not Attending,19,1,36.86,Madurai,Bike,Afternoon,A,Not Checked-In
EVUKPF3I,QR9K95EJ,Baby Shower,408,373,Car,0,125,0,Single,114,1,Attending,119,0,67.82,Pondicherry,Bike,Evening,A,Not Checked-In
EV59M00M,QRH1MYH7,Engagement,529,537,Car,0,218,0,,88,0,Maybe,134,0,21.0,Chennai,Car,Morning,B,Not Checked-In
EVT7Q8B9,QRBDPJ9E,Wedding,1120,1100,Bike,1,370,0,Family,149,3,Maybe,30,1,31.52,Erode,None,Morning,B,Not Checked-In
EV3HLOA4,QR4G6KK0,Engagement,1045,1046,Bus,0,445,0,Single,106,0,Attending,63,0,42.95,Pondicherry,Bike,Afternoon,B,Not Checked-In
EV4C30Q0,QRE9KBF7,Anniversary,620,579,Car,0,194,0,,71,3,Maybe,216,0,57.95,Pondicherry,Bike,Evening,C,Not Checked-In
EV0RTYWP,QRZFMOVA,Engagement,934,979,Cab,0,342,0,,123,3,Attending,49,1,60.31,Erode,None,Evening,A,Not Checked-In
EV1O7CZN,QRC5URYR,Wedding,607,608,Bus,1,161,0,Family,61,3,Attending,193,1,29.78,Bangalore,Car,Evening,B,Not Checked-In
EVVWVZAH,QRQ2S9K2,Wedding,341,336,Walk,1,94,0,Single,80,1,Maybe,188,1,26.76,Chennai,Bike,Afternoon,D,Not Checked-In
EVEE78WN,QR5O72C8,Engagement,668,618,Bike,0,267,1,Family,66,2,Attending,116,1,54.48,Bangalore,Car,Evening,B,Not Checked-In
EVK771K3,QROGUX9J,Wedding,530,565,Cab,1,219,0,Single,111,1,Not Attending,20,1,60.1,Coimbatore,None,Morning,D,Not Checked-In
EVBFY6LD,QRBMRSH9,Baby Shower,1136,1198,Bus,1,337,0,,112,0,Not Attending,220,1,13.47,Pondicherry,None,Morning,C,Not Checked-In
EVRTT8ZE,QRJBUOFA,Wedding,357,336,Cab,1,95,0,Double,63,2,Not Attending,203,0,25.4,Salem,Bike,Morning,C,Not Checked-In
EVZUQCD6,QR0SVD3N,Anniversary,434,508,Car,1,134,1,Family,17,3,Not Attending,256,1,29.06,Erode,Car,Afternoon,A,Not Checked-In
EVC6A4H9,QRP9LV8W,Anniversary,1172,1205,Cab,0,515,1,Family,88,0,Maybe,140,1,60.9,Madurai,None,Afternoon,D,Not Checked-In
EVZUO258,QR1ESAC5,Birthday,425,400,Car,0,138,1,Double,125,0,Not Attending,137,1,15.16,Coimbatore,Bike,Evening,B,Not Checked-In
EVSKCUAE,QRJ9MA2X,Baby Shower,608,636,Car,1,275,0,Family,102,0,Maybe,245,1,16.44,Tirunelveli,None,Morning,B,Not Checked-In
EVJB3DKE,QRR96MB8,Housewarming,1172,1237,Bike,0,431,0,Single,95,3,Not Attending,234,1,78.21,Madurai,None,Evening,A,Not Checked-In
EVMFM59A,QRRJKQ0X,Baby Shower,746,753,Bus,1,248,1,Single,25,1,Maybe,140,0,34.98,Hyderabad,None,Afternoon,A,Not Checked-In
EV8448ZP,QRMG1UE7,Engagement,315,274,Bus,0,114,0,Single,42,0,Not Attending,195,1,26.93,Trichy,None,Evening,B,Not Checked-In
EVLOB7E3,QR3Y1FQH,Engagement,1130,1080,Bike,0,542,0,Double,28,0,Attending,43,0,31.46,Bangalore,Car,Evening,B,Not Checked-In
EVI4LUC8,QRQ8HE1S,Engagement,1046,1112,Bike,1,308,0,Double,40,0,Maybe,272,1,43.31,Madurai,Car,Morning,A,Not Checked-In
EVCBTK1R,QRG804IK,Baby Shower,401,357,Bus,0,154,0,Double,50,1,Not Attending,290,1,42.19,Madurai,Bike,Evening,C,Not Checked-In
EVQ17TC7,QRCR0DHU,Anniversary,1059,1057,Walk,0,439,0,Family,81,2,Maybe,9,1,62.27,Trichy,None,Evening,D,Not Checked-In
EVCF0ME6,QRDGO823,Anniversary,602,679,Car,0,286,1,Family,130,1,Attending,204,0,53.2,Tirunelveli,None,Evening,D,Not Checked-In
EVR3Y0GS,QRR4FQHS,Housewarming,784,756,Walk,0,262,1,Family,130,2,Not Attending,291,0,11.34,Salem,Bike,Morning,D,Not Checked-In
EV4CKYGK,QRPXHT2L,Baby Shower,849,829,Walk,1,389,1,Single,28,2,Maybe,21,1,66.91,Chennai,None,Morning,D,Not Checked-In
EVYK2BA0,QR3X92ES,Anniversary,408,376,Bus,0,133,1,,8,3,Not Attending,90,1,68.56,Tirunelveli,Bike,Afternoon,C,Not Checked-In
EV86J1YJ,QRH2197B,Anniversary,477,454,Cab,0,200,1,Double,35,3,Maybe,162,0,60.58,Madurai,None,Afternoon,A,Not Checked-In
EV3OAFJ8,QRN8PQ5Q,Wedding,1031,1013,Car,0,345,0,Single,58,0,Attending,202,1,5.15,Trichy,None,Afternoon,B,Not Checked-In
EVM4ZC8B,QREWKAS5,Engagement,382,393,Bus,1,100,0,Family,93,1,Attending,40,1,47.41,Salem,Bike,Evening,C,Not Checked-In
EVKAD4A9,QR0FQNGE,Baby Shower,827,920,Bike,0,245,0,Double,91,2,Attending,7,1,62.08,Coimbatore,None,Morning,D,Not Checked-In
EVVMCKPE,QRDYRMK4,Baby Shower,644,640,Walk,0,225,0,Double,148,1,Maybe,117,0,57.41,Trichy,Car,Evening,C,Not Checked-In
EVRHJWOW,QRLY8E3R,Baby Shower,365,370,Cab,1,156,0,Family,69,0,Not Attending,219,1,61.09,Tirunelveli,Bike,Morning,D,Not Checked-In
EV30R0K5,QR0XPNPX,Wedding,522,606,Bus,1,217,1,Double,47,0,Attending,221,0,40.36,Hyderabad,None,Morning,B,Not Checked-In
EV5KS5OK,QRSEV750,Baby Shower,678,746,Bike,1,270,1,Single,128,3,Not Attending,125,0,52.7,Bangalore,Bike,Afternoon,D,Not Checked-In
EVWY4GOE,QR6FNO8K,Housewarming,953,1031,Walk,0,387,1,Double,112,0,Attending,243,0,9.93,Madurai,Bike,Afternoon,B,Not Checked-In
EV4ICHMR,QRLWUMFF,Engagement,1021,1027,Car,1,508,0,Single,54,0,Maybe,283,1,51.05,Tirunelveli,Bike,Afternoon,C,Not Checked-In
EVY1T4V1,QRS4A7PH,Birthday,368,383,Bike,1,132,0,Double,52,0,Not Attending,59,1,62.29,Hyderabad,Bike,Morning,C,Not Checked-In
EV0BXVBL,QRJMQQSZ,Wedding,935,1012,Bike,1,272,1,Family,33,1,Not Attending,26,0,17.88,Tirunelveli,Bike,Evening,A,Not Checked-In
EVD6MGMJ,QRYROWIH,Anniversary,521,529,Car,0,138,0,Family,37,3,Attending,299,1,54.92,Erode,Car,Morning,B,Not Checked-In
EVINZUM6,QR2TZ5GB,Anniversary,652,617,Cab,1,253,1,Single,111,0,Not Attending,240,1,38.71,Chennai,Bike,Evening,C,Not Checked-In
EVYPKVFE,QR2I3T00,Engagement,407,505,Cab,1,119,0,Family,51,3,Attending,211,0,25.3,Trichy,Bike,Morning,B,Not Checked-In
EVRHXIOO,QR2KUD9S,Anniversary,664,713,Car,1,315,1,Family,50,3,Attending,263,1,33.58,Erode,None,Afternoon,B,Not Checked-In
EV0QKPP7,QRKY14NO,Engagement,1140,1116,Walk,0,510,1,Double,78,3,Not Attending,147,1,44.01,Salem,None,Evening,D,Not Checked-In
EVCM58KV,QRY424MO,Wedding,705,744,Cab,1,255,0,Family,127,0,Not Attending,183,0,17.12,Erode,None,Afternoon,C,Not Checked-In
EVG78P4Z,QRKUFMJK,Wedding,305,304,Car,0,87,1,Family,105,2,Not Attending,245,0,53.93,Salem,Bike,Evening,A,Not Checked-In
EVAGDEEZ,QRYRGHBX,Wedding,841,871,Cab,1,303,0,Single,21,3,Attending,7,0,27.27,Coimbatore,Car,Afternoon,B,Not Checked-In
EVL0PKRF,QRJ893T8,Anniversary,1063,1063,Walk,0,485,0,,69,1,Not Attending,88,1,30.97,Tirunelveli,None,Afternoon,A,Not Checked-In
EVP1WM4P,QR4BOJR9,Wedding,699,656,Cab,0,310,0,,66,2,Maybe,43,1,53.07,Salem,Bike,Morning,C,Not Checked-In
EV53QBV6,QRW6BVZD,Wedding,831,823,Car,1,344,1,,114,1,Maybe,17,0,11.08,Pondicherry,None,Evening,B,Not Checked-In
EV4L4EGW,QR3GZ59A,Wedding,1057,1044,Car,0,450,0,Family,142,3,Not Attending,200,1,10.44,Tirunelveli,Car,Evening,A,Not Checked-In
EVXYW0C8,QRHEUGBP,Anniversary,601,619,Bus,1,249,0,Family,47,1,Maybe,170,0,12.75,Tirunelveli,Bike,Afternoon,A,Not Checked-In
EV8VFL0U,QRXSOVTY,Wedding,673,649,Bike,1,184,1,Double,26,0,Maybe,48,0,62.85,Trichy,Car,Afternoon,C,Not Checked-In
EVLQTBCD,QR86BJT7,Baby Shower,681,699,Car,0,182,0,Family,55,1,Not Attending,252,1,33.35,Salem,None,Evening,C,Not Checked-In
EV68F9PO,QRH883HN,Anniversary,1070,1122,Bike,1,472,1,,55,0,Not Attending,135,1,16.66,Hyderabad,Car,Morning,A,Not Checked-In
EV0QBJ65,QRZISUKK,Baby Shower,404,443,Bike,0,161,0,Double,47,3,Not Attending,73,1,32.7,Chennai,None,Morning,A,Not Checked-In
EVH52C6I,QR8X89M4,Anniversary,1171,1122,Cab,1,519,1,Single,5,3,Not Attending,93,1,72.05,Chennai,Bike,Morning,B,Not Checked-In
EVEQP0G1,QRWDQNWC,Baby Shower,569,548,Car,0,191,1,Family,136,3,Maybe,37,0,52.07,Trichy,None,Morning,A,Not Checked-In
EVLV3EOY,QRZLHJ3I,Engagement,648,645,Bus,0,297,0,Single,142,1,Not Attending,117,0,33.93,Trichy,Car,Morning,D,Not Checked-In
EV8OR9Z4,QR023PN0,Housewarming,437,533,Car,1,193,0,,16,2,Maybe,199,1,46.3,Bangalore,Bike,Evening,B,Not Checked-In
EV3ZAWO8,QRPMFTUI,Engagement,890,846,Walk,1,301,1,Single,108,3,Attending,41,0,12.35,Erode,Car,Morning,C,Not Checked-In
EVQQ3AUV,QRTJQT4A,Baby Shower,1130,1213,Walk,0,415,0,Family,28,0,Maybe,134,0,45.32,Chennai,Car,Morning,C,Not Checked-In
EVQRS3UM,QR123A09,Housewarming,717,669,Walk,0,336,0,,147,0,Attending,159,1,21.15,Salem,Car,Evening,A,Not Checked-In
EVG0EAKP,QR3YLVUI,Housewarming,770,734,Cab,1,228,0,Single,15,1,Not Attending,62,0,58.95,Salem,Bike,Evening,C,Not Checked-In
EVB9D3Y7,QR5DAS3J,Wedding,763,713,Bus,0,341,0,Single,17,1,Attending,164,0,17.53,Chennai,None,Evening,B,Not Checked-In
EVAFPGVP,QRLJX8HD,Housewarming,455,479,Bus,0,175,0,Single,140,3,Not Attending,48,1,32.94,Pondicherry,None,Evening,C,Not Checked-In
EVRHQAAB,QRP0FJWU,Baby Shower,680,769,Walk,0,264,1,Double,97,1,Maybe,95,0,35.14,Bangalore,Bike,Afternoon,A,Not Checked-In
EV8XNA04,QRE2GAMQ,Birthday,580,542,Bus,1,205,0,,26,1,Maybe,297,0,77.8,Erode,None,Morning,A,Not Checked-In
EVNOZ6PW,QRDR34VO,Wedding,966,985,Cab,0,409,1,Single,44,3,Not Attending,45,1,8.7,Madurai,Car,Evening,D,Not Checked-In
EVVZ78YF,QRSWUDHT,Birthday,592,579,Walk,1,174,0,,133,1,Maybe,174,0,72.5,Coimbatore,None,Evening,A,Not Checked-In
EV18D2H8,QRUN0DDS,Wedding,480,513,Bike,0,157,0,Family,122,2,Attending,154,0,68.28,Coimbatore,Bike,Evening,B,Not Checked-In
EVFIV00T,QR06DVB2,Wedding,1077,1119,Bus,0,475,1,Single,27,1,Attending,189,0,36.7,Salem,Bike,Morning,A,Not Checked-In
EVQRZMR1,QRRMN18T,Anniversary,344,370,Walk,1,161,1,Single,136,3,Attending,76,1,59.79,Chennai,None,Evening,B,Not Checked-In
EVRX2PMG,QRDR3TL9,Wedding,682,694,Car,0,224,1,Family,13,0,Attending,4,1,61.34,Trichy,Bike,Afternoon,C,Not Checked-In
EVT5OZG8,QRDCJUWQ,Anniversary,318,363,Walk,0,86,0,Single,118,0,Maybe,88,0,22.97,Bangalore,Car,Evening,D,Not Checked-In
EVEYUL0I,QRKIKC9T,Birthday,302,290,Bike,0,150,0,,79,2,Maybe,166,1,65.57,Salem,Car,Morning,B,Not Checked-In
EVIN08SX,QRVCG66P,Engagement,919,992,Cab,0,231,1,Single,79,0,Not Attending,295,0,38.5,Salem,None,Evening,D,Not Checked-In
EV6Z0J20,QRLOAPIT,Housewarming,564,618,Bus,0,243,1,,36,3,Attending,229,0,42.59,Hyderabad,Car,Evening,C,Not Checked-In
EV5T9E3L,QRF081N0,Baby Shower,1108,1190,Bus,1,349,1,Double,122,3,Attending,227,1,11.28,Tirunelveli,None,Morning,B,Not Checked-In
EVR6TF11,QRMK25ER,Engagement,766,718,Bus,1,276,1,Double,72,3,Not Attending,71,0,76.41,Bangalore,None,Morning,C,Not Checked-In
EVEU6MM2,QRE8CBD0,Baby Shower,545,643,Bus,1,214,0,Single,142,1,Attending,136,0,32.18,Trichy,Bike,Evening,C,Not Checked-In
EVPA7HHG,QRT7GBAB,Baby Shower,305,387,Cab,1,105,1,Single,121,3,Attending,149,0,15.72,Pondicherry,None,Morning,D,Not Checked-In
EV5G6RGD,QR188V8Q,Housewarming,520,594,Car,1,184,1,Double,115,2,Attending,21,1,71.77,Chennai,None,Morning,B,Not Checked-In
EVV6AYMD,QRTKA5W7,Baby Shower,956,1042,Bus,0,259,0,,75,1,Maybe,276,0,68.11,Trichy,Car,Evening,A,Not Checked-In
EVG5665P,QRME7OOQ,Housewarming,340,337,Car,1,98,0,Family,54,0,Attending,34,1,28.64,Madurai,Car,Morning,A,Not Checked-In
EV06WNI2,QR142W1K,Engagement,646,734,Walk,0,271,1,Family,49,0,Not Attending,241,1,28.68,Trichy,None,Evening,A,Not Checked-In
EV05NKGB,QRT5GTT3,Housewarming,798,808,Bus,1,314,0,,20,0,Not Attending,100,0,67.38,Hyderabad,None,Afternoon,B,Not Checked-In
EVSNK9GY,QRNIN6S0,Birthday,678,680,Bus,1,254,1,Single,144,2,Attending,206,1,77.07,Chennai,None,Morning,C,Not Checked-In
EVTR8GC5,QRF346E9,Wedding,544,513,Car,1,145,0,Family,110,0,Attending,110,0,39.61,Coimbatore,None,Morning,C,Not Checked-In
EVFR6D3A,QRCVKXAP,Birthday,1123,1162,Cab,0,337,0,Single,38,3,Maybe,146,0,73.87,Salem,Car,Afternoon,C,Not Checked-In
EVRDDWFL,QRRFRH82,Wedding,561,655,Bus,1,185,0,Double,62,1,Not Attending,196,1,54.51,Pondicherry,Bike,Morning,B,Not Checked-In
EV1LFFGP,QR2222QT,Baby Shower,1146,1139,Car,0,339,0,Double,137,2,Attending,3,0,55.66,Hyderabad,Car,Afternoon,D,Not Checked-In
EV4D2VR7,QR6364JF,Housewarming,814,814,Cab,1,387,1,Single,12,3,Not Attending,259,0,45.39,Madurai,Car,Evening,B,Not Checked-In
EVYLJ0D3,QRHLFFJK,Wedding,1021,1105,Bike,0,294,0,Double,102,1,Attending,23,0,15.2,Madurai,Car,Afternoon,A,Not Checked-In
EVZ2J27U,QRVGT66T,Anniversary,1145,1192,Cab,1,432,0,Family,148,3,Maybe,20,0,50.94,Salem,Bike,Morning,A,Not Checked-In
EVI8A71C,QRA42XPU,Anniversary,776,764,Car,1,338,0,Double,10,2,Attending,27,1,25.64,Pondicherry,Bike,Afternoon,D,Not Checked-In
EVPMYAY3,QRX5ZBCN,Anniversary,500,528,Bus,0,246,0,Double,57,1,Not Attending,208,1,36.78,Pondicherry,Bike,Evening,D,Not Checked-In
EVANIPRH,QRZTLTIO,Housewarming,590,572,Walk,0,291,1,Family,100,1,Maybe,283,0,22.9,Hyderabad,Car,Morning,B,Not Checked-In
EVK3LFMA,QR22BV0Q,Anniversary,905,906,Bike,0,287,1,Family,123,0,Attending,122,1,75.35,Madurai,Bike,Morning,A,Not Checked-In
EV2XPO76,QRVM6D1T,Engagement,1061,1068,Car,0,444,1,,104,3,Not Attending,127,0,37.95,Madurai,Bike,Afternoon,A,Not Checked-In
EVI6OOM7,QRD8W1UF,Engagement,879,900,Cab,0,228,1,Family,54,3,Attending,154,1,69.13,Tirunelveli,Car,Evening,D,Not Checked-In
EVQJFJNS,QRZ4OK8U,Baby Shower,780,857,Cab,0,263,1,Double,20,2,Attending,111,0,26.42,Coimbatore,Bike,Evening,D,Not Checked-In
EVO7QNDN,QROGFAJL,Anniversary,1190,1178,Bus,0,387,0,Family,87,2,Maybe,45,1,30.22,Chennai,Car,Morning,B,Not Checked-In
EV6K7EAA,QRO7DO12,Baby Shower,1177,1193,Bike,0,520,0,,13,3,Not Attending,224,0,72.68,Madurai,None,Morning,C,Not Checked-In
EVWJDKKN,QRNDDXAM,Baby Shower,721,709,Car,0,275,0,Double,140,0,Not Attending,171,1,51.62,Chennai,None,Afternoon,D,Not Checked-In
EV3ZSB4F,QRPX1ULN,Engagement,652,611,Walk,0,322,0,Double,42,0,Maybe,116,0,23.2,Madurai,None,Evening,B,Not Checked-In
EVG9MTP5,QRQLOR3Y,Wedding,988,1080,Bus,0,262,0,Single,41,3,Maybe,48,0,13.12,Erode,Bike,Afternoon,A,Not Checked-In
EVP0G1ZK,QRTQEMM9,Birthday,419,395,Car,1,137,0,Family,79,0,Maybe,35,1,12.31,Madurai,None,Morning,D,Not Checked-In
EVHDL92C,QR31X56R,Engagement,615,574,Car,1,187,1,,147,0,Not Attending,111,0,61.06,Coimbatore,Bike,Afternoon,A,Not Checked-In
EVBHM4Y8,QR3J83ZQ,Baby Shower,652,742,Bike,1,179,1,Single,81,2,Attending,250,1,17.08,Tirunelveli,None,Morning,C,Not Checked-In
EV5KGPMF,QRSBI0OD,Birthday,482,549,Car,0,184,0,Single,71,1,Maybe,70,1,5.87,Chennai,Bike,Evening,C,Not Checked-In
EVZEW6RU,QRMB0YYV,Birthday,531,588,Walk,0,258,0,Single,119,0,Maybe,277,1,11.55,Erode,None,Evening,B,Not Checked-In
EV558DAU,QRXJQO2D,Wedding,1117,1082,Cab,0,401,0,Family,132,2,Attending,291,1,20.72,Chennai,None,Afternoon,B,Not Checked-In
EVN8WS00,QR485O6C,Baby Shower,971,1015,Bike,1,371,0,Single,42,3,Attending,230,0,35.23,Trichy,None,Afternoon,A,Not Checked-In
EVBPY6T9,QRJ3TI5D,Housewarming,607,611,Car,1,301,0,Family,100,1,Attending,1,1,31.0,Erode,Bike,Afternoon,D,Not Checked-In
EVA92TB1,QR59TOGM,Anniversary,1110,1110,Car,1,325,0,,38,2,Attending,277,1,69.9,Chennai,None,Morning,B,Not Checked-In
EVG66EUC,QRXLU7QX,Anniversary,800,835,Bike,0,377,1,Double,113,0,Maybe,279,0,26.48,Trichy,Bike,Afternoon,B,Not Checked-In
EVDLQABV,QR4T5BFH,Anniversary,1134,1186,Bus,1,382,1,Double,23,1,Maybe,184,1,11.33,Coimbatore,None,Afternoon,B,Not Checked-In
EVSKWV8K,QROB3F9M,Birthday,759,736,Bus,0,198,0,Double,73,2,Attending,292,1,64.24,Coimbatore,Car,Evening,D,Not Checked-In
EVBXJBVS,QRP1XHI2,Anniversary,782,869,Walk,0,208,0,Family,129,0,Maybe,27,0,40.79,Coimbatore,Bike,Morning,A,Not Checked-In
EVXYXA2J,QR04BVO0,Wedding,597,685,Car,0,247,0,Double,103,2,Attending,96,0,28.62,Salem,Car,Afternoon,D,Not Checked-In
EVZ3BPE3,QR1XVGWA,Housewarming,1009,978,Bike,0,385,1,Family,125,3,Maybe,133,0,42.7,Chennai,Bike,Morning,B,Not Checked-In
EVCD1EFR,QRTCO8X3,Engagement,566,637,Walk,0,143,0,Family,108,2,Maybe,163,1,18.06,Hyderabad,Car,Evening,C,Not Checked-In
EV3ADFYB,QRM8TMD7,Anniversary,1080,1139,Cab,0,455,1,,58,0,Maybe,120,0,14.81,Erode,None,Morning,C,Not Checked-In
EV53WD8Q,QRAA3HKN,Anniversary,651,738,Cab,1,199,1,,10,0,Attending,3,0,42.59,Madurai,Car,Afternoon,D,Not Checked-In
EVVY9OAL,QR17UO4Z,Engagement,815,841,Bus,1,232,1,Family,117,2,Attending,162,0,19.58,Trichy,Car,Morning,B,Not Checked-In
EVLLFCHE,QR2P4NFK,Birthday,667,742,Car,1,328,1,Double,50,2,Attending,228,1,43.75,Chennai,Car,Afternoon,A,Not Checked-In
EVMM5GEQ,QRZH4N3F,Housewarming,749,771,Cab,1,350,1,Family,34,0,Not Attending,210,1,41.29,Hyderabad,Car,Morning,A,Not Checked-In
EVF52YRI,QRHGY3A4,Birthday,522,523,Walk,1,250,1,,95,3,Maybe,146,0,10.32,Salem,Bike,Afternoon,B,Not Checked-In
EVGYJHNO,QR04WEUW,Birthday,888,865,Walk,0,330,0,,73,0,Maybe,6,1,10.2,Tirunelveli,Bike,Evening,D,Not Checked-In
EVU0UXJH,QR6B14AC,Birthday,1064,1059,Bike,0,373,1,Family,33,1,Attending,109,0,78.52,Madurai,Car,Afternoon,A,Not Checked-In
EVBFW6WU,QR826YOI,Birthday,662,626,Cab,0,295,1,,33,0,Not Attending,226,0,39.48,Salem,None,Morning,D,Not Checked-In
EV83E9AO,QR15I011,Housewarming,629,662,Walk,1,246,1,Double,11,0,Attending,196,1,61.15,Pondicherry,Car,Morning,B,Not Checked-In
EVSM1PL1,QROGIJNZ,Birthday,608,667,Bike,1,206,0,,17,2,Maybe,106,0,57.32,Trichy,Bike,Afternoon,C,Not Checked-In
EVQE8515,QR7HJLA4,Housewarming,777,872,Bus,1,276,0,Family,133,2,Not Attending,297,1,37.73,Pondicherry,Car,Morning,B,Not Checked-In
EVHWPCOY,QRDMV8HL,Baby Shower,497,555,Cab,1,196,1,,77,0,Maybe,112,1,61.07,Tirunelveli,None,Afternoon,B,Not Checked-In
EV9925LZ,QR3J6Y66,Housewarming,738,783,Car,0,294,1,Single,99,1,Attending,52,0,51.29,Tirunelveli,Car,Evening,B,Not Checked-In
EVNBQ2ZJ,QRE64MIL,Wedding,478,497,Car,1,222,0,Double,25,3,Maybe,277,0,39.89,Hyderabad,None,Evening,A,Not Checked-In
EVY6MTYN,QR26L5DF,Baby Shower,677,676,Walk,1,308,1,Double,124,1,Maybe,189,1,20.85,Tirunelveli,Bike,Evening,C,Not Checked-In
EVITC0FS,QR5WMLOK,Anniversary,330,374,Bike,1,140,1,Family,12,3,Attending,29,1,47.88,Hyderabad,Bike,Morning,C,Not Checked-In
EVHRIOQ4,QRIBOUWK,Baby Shower,1025,979,Car,1,358,1,Single,93,1,Maybe,188,1,42.99,Hyderabad,Car,Morning,B,Not Checked-In
EVNN2E60,QR5314MC,Baby Shower,360,430,Bus,0,112,1,,61,2,Not Attending,175,1,69.86,Erode,None,Afternoon,A,Not Checked-In
EVBNO7RZ,QRZ4DLE0,Wedding,368,336,Bike,0,114,1,Family,44,1,Attending,275,1,60.37,Madurai,Car,Evening,D,Not Checked-In
EVP1PG2J,QR9QX925,Wedding,1095,1168,Car,1,281,1,Single,29,2,Maybe,185,0,47.52,Trichy,Car,Evening,A,Not Checked-In
EVYB97DG,QR6DIZ7P,Anniversary,1171,1250,Cab,0,311,1,Single,140,0,Maybe,195,1,14.16,Hyderabad,None,Afternoon,C,Not Checked-In
EV5MIGDR,QRUGVIQX,Baby Shower,551,597,Walk,0,167,1,,26,2,Maybe,65,1,62.59,Salem,None,Evening,A,Not Checked-In
EVOU0O8Y,QRWXF3WP,Anniversary,620,633,Bike,1,241,0,Single,52,0,Maybe,279,0,41.78,Madurai,Car,Afternoon,A,Not Checked-In
EVLPPY9Q,QRJ5L3AU,Wedding,906,972,Cab,1,304,0,Family,51,1,Attending,21,1,29.66,Tirunelveli,Bike,Afternoon,C,Not Checked-In
EVAP00HM,QR1RA8IE,Wedding,971,1007,Bus,0,310,1,Double,23,3,Not Attending,20,1,12.28,Hyderabad,None,Evening,C,Not Checked-In
EVH1TYC2,QR5NHMQ3,Baby Shower,526,553,Cab,1,141,0,Double,88,0,Attending,246,1,50.35,Madurai,Bike,Evening,A,Not Checked-In
EV5P7RD4,QR1QCB1E,Birthday,1082,1132,Bike,0,434,0,Double,8,3,Not Attending,223,0,45.71,Trichy,None,Evening,C,Not Checked-In
EV02WYUG,QRBCNV81,Housewarming,1017,1086,Car,1,267,0,Single,42,2,Not Attending,65,1,10.03,Madurai,Bike,Evening,A,Not Checked-In
EVLPM809,QRU85D09,Housewarming,325,343,Car,1,119,0,,96,2,Not Attending,98,0,64.33,Chennai,Car,Evening,D,Not Checked-In
EVW1F00L,QRP76VMX,Baby Shower,1017,1048,Cab,1,418,0,Family,26,2,Maybe,57,0,23.72,Madurai,None,Morning,A,Not Checked-In
EV4EEJM9,QR2KAPP2,Anniversary,550,533,Bus,0,248,1,,14,1,Not Attending,163,1,29.57,Coimbatore,Car,Morning,D,Not Checked-In
EVQXVAWZ,QR7AO82V,Engagement,599,649,Bus,0,239,0,Family,79,1,Attending,38,0,40.81,Coimbatore,Bike,Morning,B,Not Checked-In
EVVQI9P1,QRT3IXE7,Birthday,661,760,Bike,0,194,0,Single,149,3,Maybe,208,0,20.81,Pondicherry,Car,Morning,B,Not Checked-In
EVTXTFI1,QR55YFDA,Birthday,422,480,Bike,1,146,1,Family,23,1,Not Attending,248,0,59.79,Trichy,Bike,Evening,D,Not Checked-In
EVHLVOGY,QRE5BE2W,Wedding,600,557,Walk,1,282,1,Double,116,0,Maybe,270,0,57.88,Pondicherry,Bike,Evening,B,Not Checked-In
EV8JW01T,QRMP5TKA,Anniversary,926,978,Walk,1,243,1,,74,3,Attending,115,0,57.72,Coimbatore,Bike,Morning,A,Not Checked-In
EV0WN5F2,QRT51P5Q,Anniversary,563,661,Bike,0,202,0,Double,34,3,Maybe,168,0,18.33,Madurai,Car,Afternoon,B,Not Checked-In
EVSEGDR6,QRW2NOUL,Baby Shower,443,520,Walk,1,196,0,Double,56,0,Maybe,124,0,63.81,Chennai,Bike,Evening,B,Not Checked-In
